番号,山名,別名,山頂名,読み,都道府県,標高,所在地,地図,緯度,経度,三角点名等,備考
393,黒岳,"","",くろたけ,山梨県,1793,富士山とその周辺,https://maps.gsi.go.jp/#15/35.551944444444445/138.74944444444444,35°33′07″,138°44′58″,黒岳,御坂黒岳（みさかくろたけ）
394,黒岳,"",釈迦ヶ岳,くろたけ<しゃかがたけ>,山梨県,1641,富士山とその周辺,https://maps.gsi.go.jp/#15/35.56305555555555/138.72027777777777,35°33′47″,138°43′13″,標高点,""
395,節刀ヶ岳,"","",せっとうがたけ,山梨県,1736,富士山とその周辺,https://maps.gsi.go.jp/#15/35.52861111111111/138.68333333333334,35°31′43″,138°41′00″,標高点,せっちょうがたけ
396,富士山,"",剣ヶ峯,ふじさん<けんがみね>,"山梨県, 静岡県",3776,富士山とその周辺,https://maps.gsi.go.jp/#15/35.36083333333333/138.7275,35°21′39″,138°43′39″,測定点,""
397,愛鷹山,"",越前岳,あしたかやま<えちぜんだけ>,静岡県,1504,富士山とその周辺,https://maps.gsi.go.jp/#15/35.238055555555555/138.7938888888889,35°14′17″,138°47′38″,印野村,""
398,毛無山,"","",けなしやま,"山梨県, 静岡県",1964,富士山とその周辺,https://maps.gsi.go.jp/#15/35.41583333333333/138.5438888888889,35°24′57″,138°32′38″,標高点,""
399,天子ヶ岳,"","",てんしがたけ,静岡県,1330,富士山とその周辺,https://maps.gsi.go.jp/#15/35.32916666666667/138.53666666666666,35°19′45″,138°32′12″,標高点,""
400,箱根山,"",神山,はこねやま<かみやま>,神奈川県,1438,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/35.233333333333334/139.02083333333334,35°14′00″,139°01′15″,冠ケ岳,""
401,箱根山,"",金時山,はこねやま<きんときざん>,"静岡県, 神奈川県",1212,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/35.28972222222222/139.005,35°17′23″,139°00′18″,金時山,Ｈ26三角点標高改訂
402,玄岳,"","",くろたけ,静岡県,798,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/35.08166666666667/139.02805555555557,35°04′54″,139°01′41″,玄岳,""
403,大室山,"","",おおむろやま,静岡県,580,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/34.903055555555554/139.09472222222223,34°54′11″,139°05′41″,大室山,""
404,天城山,"",万三郎岳,あまぎさん<ばんざぶろうだけ>,静岡県,1406,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/34.86277777777778/139.00166666666667,34°51′46″,139°00′06″,万城岳,Ｈ26三角点標高改訂
405,達磨山,"","",だるまやま,静岡県,982,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/34.955000000000005/138.83916666666667,34°57′18″,138°50′21″,達摩山,""
406,長九郎山,"","",ちょうくろうやま,静岡県,996,箱根山・伊豆半島,https://maps.gsi.go.jp/#15/34.788333333333334/138.86805555555557,34°47′18″,138°52′05″,長九郎,""
407,三原山,"",三原新山,みはらやま<みはらしんざん>,東京都,758,伊豆諸島（大島）,https://maps.gsi.go.jp/#15/34.724444444444444/139.39444444444445,34°43′28″,139°23′40″,標高点,Ｈ18地形図更新に伴う標高改訂
408,宮塚山,"","",みやつかやま,東京都,508,伊豆諸島（利島）,https://maps.gsi.go.jp/#15/34.52027777777778/139.27916666666667,34°31′13″,139°16′45″,利島,""
409,天上山,"","",てんじょうさん,東京都,572,伊豆諸島（神津島）,https://maps.gsi.go.jp/#15/34.21944444444445/139.15305555555557,34°13′10″,139°09′11″,神津島,Ｈ14三角点改測
410,雄山,"","",おやま,東京都,775,伊豆諸島（三宅島）,https://maps.gsi.go.jp/#15/34.093611111111116/139.52611111111113,34°05′37″,139°31′34″,標高点,Ｈ16地形図更新に伴う標高改訂
411,御山,"","",おやま,東京都,851,伊豆諸島（御蔵島）,https://maps.gsi.go.jp/#15/33.87444444444444/139.60194444444443,33°52′28″,139°36′07″,御蔵島,""
412,西山,八丈富士,"",にしやま（はちじょうふじ）,東京都,854,伊豆諸島（八丈島）,https://maps.gsi.go.jp/#15/33.136944444444445/139.76611111111112,33°08′13″,139°45′58″,八丈富士,""
413,硫黄山,"","",いおうやま,東京都,394,伊豆諸島（鳥島）,https://maps.gsi.go.jp/#15/30.483888888888888/140.30305555555557,30°29′02″,140°18′11″,標高点,""
414,中央山,"","",ちゅうおうざん,東京都,320,小笠原諸島（父島）,https://maps.gsi.go.jp/#15/27.073333333333334/142.2186111111111,27°04′24″,142°13′07″,中央山,""
415,乳房山,"","",ちぶさやま,東京都,463,小笠原諸島（母島）,https://maps.gsi.go.jp/#15/26.659444444444443/142.1613888888889,26°39′34″,142°09′41″,乳房山,""
416,榊ヶ峰,"","",さかきがみね,東京都,792,小笠原諸島（北硫黄島）,https://maps.gsi.go.jp/#15/25.428055555555556/141.28083333333333,25°25′41″,141°16′51″,標高点,""
417,摺鉢山,パイプ山,"",すりばちやま（ぱいぷやま）,東京都,170,小笠原諸島（硫黄島）,https://maps.gsi.go.jp/#15/24.750555555555554/141.28916666666666,24°45′02″,141°17′21″,測定点,Ｈ25現地計測による標高改訂
418,[南硫黄島],"","",[みなみいおうとう],東京都,916,小笠原諸島（南硫黄島）,https://maps.gsi.go.jp/#15/24.233888888888888/141.4633333333333,24°14′02″,141°27′48″,標高点,""
419,金北山,"","",きんぽくさん,新潟県,1172,佐渡,https://maps.gsi.go.jp/#15/38.10388888888889/138.34972222222223,38°06′14″,138°20′59″,金北山,""
420,大地山,"","",おおじやま,新潟県,646,佐渡,https://maps.gsi.go.jp/#15/37.95861111111111/138.47972222222222,37°57′31″,138°28′47″,大地山,""
421,弥彦山,"","",やひこやま,新潟県,634,東頸城丘陵,https://maps.gsi.go.jp/#15/37.70472222222222/138.8088888888889,37°42′17″,138°48′32″,標高点,""
422,米山,"","",よねやま,新潟県,993,東頸城丘陵,https://maps.gsi.go.jp/#15/37.28944444444444/138.48388888888888,37°17′22″,138°29′02″,米山,""
423,黒姫山,"","",くろひめさん,新潟県,891,東頸城丘陵,https://maps.gsi.go.jp/#15/37.226111111111116/138.59222222222223,37°13′34″,138°35′32″,標高点,""
424,菱ヶ岳,"","",ひしがたけ,新潟県,1129,東頸城丘陵,https://maps.gsi.go.jp/#15/37.032222222222224/138.4933333333333,37°01′56″,138°29′36″,菱ケ岳,""
425,斑尾山,"","",まだらおやま,長野県,1382,東頸城丘陵,https://maps.gsi.go.jp/#15/36.837500000000006/138.27444444444447,36°50′15″,138°16′28″,斑尾山,""
426,鉾ヶ岳,"","",ほこがたけ,新潟県,1316,妙高山とその周辺,https://maps.gsi.go.jp/#15/37.02861111111111/138.0263888888889,37°01′43″,138°01′35″,鉾ケ岳,""
427,駒ヶ岳,"","",こまがたけ,新潟県,1498,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.94277777777778/137.94833333333332,36°56′34″,137°56′54″,標高点,""
428,鋸岳,"","",のこぎりだけ,新潟県,1631,妙高山とその周辺（海谷山地）,https://maps.gsi.go.jp/#15/36.93194444444444/137.9688888888889,36°55′55″,137°58′08″,鬼ケ面,""
429,焼山,"","",やけやま,新潟県,2400,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.920833333333334/138.03583333333333,36°55′15″,138°02′09″,焼山,""
430,雨飾山,"","",あまかざりやま,"新潟県, 長野県",1963,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.901944444444446/137.96249999999998,36°54′07″,137°57′45″,雨飾山,""
431,火打山,"","",ひうちやま,新潟県,2462,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.922777777777775/138.06805555555556,36°55′22″,138°04′05″,火打山,""
432,妙高山,"","",みょうこうさん,新潟県,2454,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.89138888888889/138.11333333333332,36°53′29″,138°06′48″,標高点,""
433,黒姫山,"","",くろひめやま,長野県,2053,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.81333333333333/138.12722222222223,36°48′48″,138°07′38″,標高点,""
434,高妻山,"","",たかつまやま,"新潟県, 長野県",2353,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.8/138.05194444444444,36°48′00″,138°03′07″,高妻山,""
435,戸隠山,"","",とがくしやま,長野県,1904,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.77027777777778/138.055,36°46′13″,138°03′18″,標高点,""
436,飯縄山,飯綱山,"",いいづなやま（いいづなやま）,長野県,1917,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.739444444444445/138.1336111111111,36°44′22″,138°08′01″,飯縄山,""
437,虫倉山,"","",むしくらやま,長野県,1378,妙高山とその周辺,https://maps.gsi.go.jp/#15/36.64972222222222/138.01916666666668,36°38′59″,138°01′09″,虫倉,Ｈ27三角点「虫倉」は山体の一部崩落により廃点（標高は参考値）
438,聖山,"","",ひじりやま,長野県,1447,筑摩山地,https://maps.gsi.go.jp/#15/36.48416666666667/138.0213888888889,36°29′03″,138°01′17″,聖山,""
439,冠着山,姨捨山,"",かむりきやま（おばすてやま）,長野県,1252,筑摩山地,https://maps.gsi.go.jp/#15/36.46888888888889/138.10666666666665,36°28′08″,138°06′24″,冠着,""
440,美ヶ原,"",王ヶ頭,うつくしがはら<おうがとう>,長野県,2034,筑摩山地,https://maps.gsi.go.jp/#15/36.225833333333334/138.1075,36°13′33″,138°06′27″,美ケ原,""
441,鉢伏山,"","",はちぶせやま,長野県,1929,筑摩山地,https://maps.gsi.go.jp/#15/36.16305555555555/138.05916666666667,36°09′47″,138°03′33″,鉢伏山,Ｈ26三角点標高改訂
442,霧ヶ峰,"",車山,きりがみね<くるまやま>,長野県,1925,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/36.10305555555556/138.19666666666666,36°06′11″,138°11′48″,車沢,""
443,蓼科山,"","",たてしなやま,長野県,2531,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/36.103611111111114/138.295,36°06′13″,138°17′42″,蓼科山,Ｈ26三角点標高改訂
444,横岳,"","",よこだけ,長野県,2480,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/36.087500000000006/138.32,36°05′15″,138°19′12″,標高点,""
445,縞枯山,"","",しまがれやま,長野県,2403,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/36.07555555555556/138.3311111111111,36°04′32″,138°19′52″,標高点,""
446,天狗岳,"","",てんぐだけ,長野県,2646,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/36.01916666666666/138.35555555555555,36°01′09″,138°21′20″,東岳,""
447,峰の松目,"","",みねのまつめ,長野県,2568,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.996944444444445/138.35055555555556,35°59′49″,138°21′02″,峰ノ松目,Ｈ26三角点標高改訂
448,硫黄岳,"","",いおうだけ,長野県,2760,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.99861111111111/138.37,35°59′55″,138°22′12″,標高点,""
449,横岳,"","",よこだけ,長野県,2829,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.984722222222224/138.37361111111113,35°59′05″,138°22′25″,標高点,""
450,赤岳,"","",あかだけ,"長野県, 山梨県",2899,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.97083333333334/138.37,35°58′15″,138°22′12″,赤岳,""
451,阿弥陀岳,"","",あみだだけ,長野県,2805,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.97222222222222/138.35888888888888,35°58′20″,138°21′32″,標高点,""
452,権現岳,"","",ごんげんだけ,山梨県,2715,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.94972222222222/138.35972222222222,35°56′59″,138°21′35″,標高点,""
453,権現岳,"",西岳,ごんげんだけ<にしだけ>,長野県,2398,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.95/138.335,35°57′00″,138°20′06″,標高点,""
454,権現岳,"",三ッ頭,ごんげんだけ<みつがしら>,山梨県,2580,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.94222222222222/138.36388888888888,35°56′32″,138°21′50″,標高点,""
455,編笠山,"","",あみがさやま,"山梨県, 長野県",2524,霧ヶ峰・八ヶ岳,https://maps.gsi.go.jp/#15/35.94166666666666/138.345,35°56′30″,138°20′42″,編笠岳,""
456,黒姫山,"","",くろひめやま,新潟県,1221,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.97666666666667/137.79,36°58′36″,137°47′24″,黒姫山,Ｈ26三角点標高改訂
457,明星山,"","",みょうじょうさん,新潟県,1188,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.94083333333333/137.82194444444445,36°56′27″,137°49′19″,明星,Ｈ26三角点標高改訂　山名（よみ）変更：Ｈ27関係自治体からの申請による
458,犬ヶ岳,"","",いぬがだけ,"新潟県, 富山県",1592,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.90694444444444/137.71555555555554,36°54′25″,137°42′56″,犬ケ岳,Ｈ26三角点標高改訂
459,朝日岳,"","",あさひだけ,"新潟県, 富山県",2418,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.82666666666667/137.73,36°49′36″,137°43′48″,雪倉,""
460,雪倉岳,"","",ゆきくらだけ,"新潟県, 富山県",2611,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.79472222222222/137.75416666666666,36°47′41″,137°45′15″,六兵衛,""
461,鉢ヶ岳,"","",はちがたけ,"新潟県, 富山県",2563,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.780277777777776/137.74944444444444,36°46′49″,137°44′58″,標高点,""
462,小蓮華山,"","",これんげさん,"新潟県, 長野県",2766,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.77361111111111/137.77611111111113,36°46′25″,137°46′34″,測定点,大日岳（だいにちだけ）　Ｈ20現地計測による標高改訂
463,乗鞍岳,"","",のりくらだけ,"新潟県, 長野県",2469,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.78861111111111/137.79916666666668,36°47′19″,137°47′57″,標高点,""
464,風吹岳,"","",かざふきだけ,長野県,1888,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.814166666666665/137.8388888888889,36°48′51″,137°50′20″,標高点,""
465,白馬岳,"","",しろうまだけ,"富山県, 長野県",2932,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.75861111111111/137.75861111111112,36°45′31″,137°45′31″,白馬岳,""
466,旭岳,"","",あさひだけ,富山県,2867,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.757777777777775/137.7458333333333,36°45′28″,137°44′45″,標高点,""
467,清水岳,"","",しょうずだけ,富山県,2603,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.764722222222225/137.7188888888889,36°45′53″,137°43′08″,標高点,""
468,杓子岳,"","",しゃくしだけ,"富山県, 長野県",2812,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.74055555555556/137.75916666666666,36°44′26″,137°45′33″,標高点,""
469,鑓ヶ岳,"","",やりがたけ,"富山県, 長野県",2903,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.731388888888894/137.7552777777778,36°43′53″,137°45′19″,槍ケ岳,白馬鑓ヶ岳（しろうまやりがたけ）
470,唐松岳,"","",からまつだけ,"富山県, 長野県",2696,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.68722222222222/137.75472222222223,36°41′14″,137°45′17″,唐松谷,""
471,五龍岳,"","",ごりゅうだけ,富山県,2814,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.65833333333333/137.75277777777777,36°39′30″,137°45′10″,標高点,""
472,鹿島槍ヶ岳,"","",かしまやりがたけ,"富山県, 長野県",2889,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.62444444444444/137.74694444444444,36°37′28″,137°44′49″,鹿島入,""
473,爺ヶ岳,"","",じいがたけ,"富山県, 長野県",2670,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.58833333333334/137.75083333333333,36°35′18″,137°45′03″,祖父岳,""
474,岩小屋沢岳,"","",いわごやざわだけ,"富山県, 長野県",2630,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.57694444444445/137.7133333333333,36°34′37″,137°42′48″,西岳,""
475,鳴沢岳,"","",なるさわだけ,"富山県, 長野県",2641,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.56861111111112/137.69555555555556,36°34′07″,137°41′44″,標高点,""
476,赤沢岳,"","",あかざわだけ,"富山県, 長野県",2678,飛騨山脈北部,https://maps.gsi.go.jp/#15/36.56194444444444/137.6875,36°33′43″,137°41′15″,牛小屋沢,""
